vehicle_reg_no,transaction_date_time,lane_direction,toll_plaza_name,toll_plaza_geocode
RJ32GD0908,2025-04-22 16:46:33.000,S,HSTL TP03- Galiya Danti,"23.3639618,73.5152351"
RJ32GD0908,2025-04-22 17:29:08.000,S,HSTL TP04- Gajan,"23.5051103,73.3033763"
RJ32GD0908,2025-04-21 20:26:05.000,N,Boriach Toll Plaza,"20.885548,73.052162"
RJ32GD0908,2025-04-21 19:16:54.000,N,Bhagwada Toll Plaza,"20.43495,72.917204"
RJ32GD0908,2025-04-21 22:34:58.000,N,Mandva Toll Plaza,"21.7016001,73.0609234"
RJ32GD0908,2025-04-22 10:24:30.000,N,L&T Vadodra,"22.015027,73.115049"
HR55W7352,2025-04-24 05:45:40.000,N,GABHANA Tollplaza,"28.062821,77.946047"
HR55W7352,2025-04-24 07:26:21.000,S,Kiratpur fee plaza,"27.79189039140145, 78.2865520412782"
MH04HD8536,2025-04-24 00:28:25.000,E,Shilphata NH48 Toll Plaza,"19.097790,73.071728"
MH04HD8536,2025-04-22 07:04:54.000,S,Pimpri Sadruddin Toll Plaza,"19.676166, 73.566280"
DL1MA7247,2025-04-23 22:12:10.000,E,Choryasi Toll Plaza,"21.303367,72.95418"
DL1MA7247,2025-04-21 23:11:51.000,W,Choryasi Toll Plaza,"21.303367,72.95418"
DL1MA7247,2025-04-21 17:36:45.000,N,Kheda,"22.715938,72.740905"
DL1MA7247,2025-04-21 19:02:30.000,N,Vasad,"22.453302,73.070523"
DL1MA7247,2025-04-24 06:14:43.000,S,Vasad,"22.453302,73.070523"
DL1MA7247,2025-04-24 07:49:56.000,S,Kheda,"22.715938,72.740905"
DL1MA7247,2025-04-24 11:02:43.000,E,Bakrol Toll Plaza,"22.935230, 72.519760"
DL1MA7247,2025-04-23 17:39:59.000,N,Achhad Border Checkpost,"20.07538,72.913338"
DL1MA7247,2025-04-24 11:15:57.000,N,Sanathal Toll Plaza,"22.974110, 72.473050"
DL1MA7247,2025-04-22 08:54:09.000,S,Achhad Border Checkpost,"20.07538,72.913338"
DL1MA7247,2025-04-23 18:43:00.000,N,Bhagwada Toll Plaza,"20.43495,72.917204"
DL1MA7247,2025-04-23 19:59:55.000,N,Boriach Toll Plaza,"20.885548,73.052162"
DL1MA7247,2025-04-22 06:37:57.000,S,Boriach Toll Plaza,"20.885548,73.052162"
DL1MA7247,2025-04-22 09:19:22.000,S,Charoti Toll Plaza,"19.890544,72.942644"
DL1MA7247,2025-04-23 17:06:19.000,N,Charoti Toll Plaza,"19.890544,72.942644"
DL1MA7247,2025-04-22 07:50:15.000,S,Bhagwada Toll Plaza,"20.43495,72.917204"
DL1MA7247,2025-04-21 22:10:39.000,S,Mandva Toll Plaza,"21.7016001,73.0609234"
DL1MA7247,2025-04-24 03:29:54.000,N,Mandva Toll Plaza,"21.7016001,73.0609234"
DL1MA7247,2025-04-24 04:25:25.000,N,L&T Vadodra,"22.015027,73.115049"
DL1MA7247,2025-04-21 20:23:36.000,S,L&T Vadodra,"22.015027,73.115049"
DL1MA7247,2025-04-23 15:26:20.000,N,Khaniwade Toll Plaza,"19.519667,72.916898"
DL1MA7247,2025-04-22 10:18:59.000,S,Khaniwade Toll Plaza,"19.519667,72.916898"
HR38AC2081,2025-04-24 13:14:42.000,S,Lalanagar Toll Plaza,"25.266948,82.491513"
HR38AC2081,2025-04-24 09:39:58.000,W,Mohania Toll Plaza,"25.1882337,83.5615933"
HR38AC2081,2025-04-24 11:10:32.000,N,Daffi Toll Plaza,"25.248275,82.994017"
HR38AC2081,2025-04-24 00:03:52.000,N,DidarGanj,"25.5721918,85.2400643"
HR38AC2081,2025-04-24 01:59:38.000,N,Kulhariya fee plaza,"25.580560, 84.768610"
HR38AC2081,2025-04-24 01:08:08.000,S,Mamrejpur Fee Plaza,"25.486270, 84.998221"
HR38AC2081,2025-04-24 06:55:54.000,S,Babhaniyawan Toll Plaza,"25.498322, 84.488333"
HR38AE2713,2025-04-21 21:50:58.000,S,Indranagar,"25.829753,73.459836"
HR38AE2713,2025-04-21 19:48:11.000,S,BIRAMI,"25.371114,73.201486"
HR38AE2713,2025-04-24 09:14:30.000,E,Amoli Toll Plaza,"27.101301,77.090874"
HR38AE2713,2025-04-22 07:07:13.000,S,Raipur,"26.063612,74.059477"
HR38AE2713,2025-04-22 08:06:46.000,E,Pipalaz,"26.158577,74.371572"
HR38AE2713,2025-04-23 21:10:50.000,E,Gegal,"26.551347,74.780202"
HR38AE2713,2025-04-24 02:12:03.000,E,Rajadhok Toll Plaza,"26.859184,76.105596"
HR38AE2713,2025-04-24 07:59:30.000,E,Sikandra Toll Plaza,"26.944488,76.557567"
HR38AE2713,2025-04-23 21:37:38.000,S,Kishangarh Plaza,"26.595329,74.939169"
HR38AE2713,2025-04-24 01:42:39.000,S,Hingonia Toll Plaza,"26.8509,75.9247"
HR38AE2713,2025-04-24 00:44:20.000,S,Sitarampura Toll Plaza,"26.7473,75.7686"
HR38AF8213,2025-04-23 00:10:00.000,N,Barajore toll plaza,"26.3854208,80.018945"
HR38AF8213,2025-04-23 02:05:41.000,S,Anantram Toll Plaza ,"26.594931,79.268034"
HR38AF8213,2025-04-23 18:17:42.000,S,Gurau (Formerly Semra Atikaba,"26.996524,78.777334"
HR38AF8213,2025-04-23 19:41:33.000,S,Tundla Toll Plaza ,"27.218247,78.272821"
HR38AF8213,2025-04-23 21:34:28.000,N,Mahuvan Toll Plaza,"27.337188,77.737458"
HR38AF8213,2025-04-24 00:04:50.000,N,Karman Toll Plaza,"27.855460, 77.402640"
HR38AF8213,2025-04-22 21:50:11.000,S,Badauri Toll Plaza,"26.065386,80.657641"
HR38AF8213,2025-04-22 06:06:45.000,N,Badauri Toll Plaza,"26.065386,80.657641"
HR63E0489,2025-04-23 22:41:40.000,S,Gharonda Toll Plaza,"29.582281,76.978398"
HR63E0489,2025-04-24 00:11:18.000,S,Bhagan Toll Plaza,"29.071744,77.0601904"
HR63E0489,2025-04-21 23:22:27.000,S,Ladowal Toll Plaza,"30.988606,75.790611"
HR63E0489,2025-04-22 01:34:54.000,S,Ghagghar Toll Plaza,"30.403876,76.736573"
HR63E0489,2025-04-21 20:37:58.000,E,Harsa Mansar Toll Plaza,"32.061586,75.614373"
HR63E0489,2025-04-21 21:37:05.000,E,Chollang Toll Plaza,"31.624658,75.640296"
HR63E0489,2025-04-23 23:00:52.000,N,L&T PANIPAT,"29.433664,76.97014"
HR63E0489,2025-04-21 18:54:48.000,S,Lakhanpur Toll Plaza,"32.3821080, 75.5989640"
HR63E0489,2025-04-24 00:54:20.000,S,Kharkhoda,"28.858488,76.946385"
RJ52GB1814,2025-04-22 20:21:03.000,S,Bilakbarpur,"28.520428,77.600397"
RJ52GB1814,2025-04-24 01:32:53.000,N,Akwabad Toll Plaza,"26.3395, 80.7057"
RJ52GB1814,2025-04-22 20:27:59.000,N,LUHARLI Toll plaza,"28.499246,77.627269"
RJ52GB1814,2025-04-22 21:43:25.000,N,GABHANA Tollplaza,"28.062821,77.946047"
RJ52GB1814,2025-04-23 18:39:05.000,S,Tarwa Deva,"27.19587,79.36699"
RJ52GB1814,2025-04-23 11:14:27.000,S,Aaspur Toll Plaza,"27.48692,78.79217"
RJ52GB1814,2025-04-23 19:53:18.000,S,Basheerapur Toll Plaza,"27.073778, 79.843390"
RJ52GB1814,2025-04-22 23:13:11.000,S,Kiratpur fee plaza,"27.79189039140145, 78.2865520412782"
RJ52GB1814,2025-04-21 23:18:35.000,S,Kundali,"28.911104,77.025054"
RJ52GB1978,2025-04-22 08:25:50.000,S,Main Plaza Village Jakhauli,"28.917251,77.161054"
RJ52GB1978,2025-04-21 03:37:27.000,E,ALEP Main Plaza 290,"26.845635,80.710711"
RJ52GB1978,2025-04-21 21:55:33.000,S,GABHANA Tollplaza,"28.062821,77.946047"
RJ52GB1978,2025-04-22 07:01:17.000,S,LUHARLI Toll plaza,"28.499246,77.627269"
RJ52GB1978,2025-04-21 20:37:53.000,N,Kiratpur fee plaza,"27.79189039140145, 78.2865520412782"
RJ52GB1978,2025-04-23 23:35:31.000,S,Asoda,"28.725089,76.846528"
RJ52GB1978,2025-04-24 11:50:59.000,S,MANESHAR-7A,"28.326367,76.890515"
MH20GC8301,2025-04-24 11:50:18.000,S,Kognoli Toll Plaza,"16.5422,74.31825"
MH20GC8301,2025-04-24 14:19:05.000,W,Hirebgewadi toll plaza,"15.76311,74.64785"
MH20GC8301,2025-04-22 18:34:26.000,N,Kamthana Toll Plaza,"17.845891,77.448414"
MH20GC8301,2025-04-24 10:21:36.000,S,Kini Toll Plaza,"16.8767054,74.2983001"
MH20GC8301,2025-04-24 13:15:35.000,S,Hattargi Toll Plaza,"16.1433,74.51696"
MH20GC8301,2025-04-23 07:21:30.000,W,Khed-Shivapur Toll Plaza,"18.3313849,73.8525197"
MH20GC8301,2025-04-23 22:59:30.000,W,Anewadi Toll Plaza,"17.810312,73.971381"
MH20GC8301,2025-04-24 00:21:52.000,E,TASAWADE TOLL PLAZA,"17.365756,74.122928"
MH20GC8301,2025-04-24 11:41:19.000,N,Kagal Check Post,"16.334688,74.19526"
MH20GC8301,2025-04-23 05:52:47.000,E,Dehuroad NH48 Toll Plaza,"18.700286,73.692154"
TN52AA6193,2025-04-23 12:40:55.000,S,Kamthana Toll Plaza,"17.845891,77.448414"
TN52AA6193,2025-04-22 15:06:35.000,S,ATTIBELLE ,"12.776883,77.777119"
TN52AA6193,2025-04-23 18:17:30.000,S,Vaniyambadi Toll Plaza,"12.648554,78.5833"
TN52AA6193,2025-04-23 19:38:39.000,N,Pallikonda Toll Plaza,"12.905829,78.951686"
TN52AA6193,2025-04-22 14:13:02.000,S,Hosur Road (P1) Toll,"12.858667,77.655833"
TN52AA6193,2025-04-24 00:26:30.000,N,Kolappancheri,"13.070524,80.071587"
TN52AA6193,2025-04-24 00:42:03.000,N,Palavedu,"13.140047,80.0530363"
TN52AA6193,2025-04-23 23:53:52.000,N,SriPerumbadur,"12.982155,79.968944"
TN52AA6193,2025-04-23 14:56:18.000,N,Krishnagiri Plaza,"12.544583,78.201132"
TN52AA6193,2025-04-23 21:01:18.000,S,Chennasamaduram Toll Plaza,"12.910943,79.40121"
TN52AA6193,2025-04-24 01:20:39.000,N,Nallur Toll Plaza,"13.216958,80.169353"
RJ11GB8338,2025-04-21 16:38:16.000,S,Daroada,"20.450625,78.755243"
RJ11GB8338,2025-04-22 08:38:22.000,S,Bhiknoor Toll Plaza,"18.20539,78.398299"
RJ11GB8338,2025-04-21 20:54:03.000,N,Rolmamda Toll Plaza,"19.28019,78.409222"
RJ11GB8338,2025-04-21 21:46:44.000,N,Gamjal Toll Plaza,"19.026592,78.362705"
RJ11GB8338,2025-04-22 21:03:28.000,S,Tangatur Toll Plaza,"15.358166,80.040105"
RJ11GB8338,2025-04-21 23:29:36.000,S,Indalwai,"18.538284,78.239718"
RJ11GB8338,2025-04-23 01:40:37.000,S,Sullurpet Plaza (NH-16),"13.744936,79.990993"
RJ11GB8338,2025-04-21 18:07:04.000,S,Kelapur,"20.019318,78.540218"
RJ11GB8338,2025-04-21 18:59:45.000,N,Pippalwada,"19.781093,78.565772"
RJ11GB8338,2025-04-22 22:26:58.000,S,Musunur Toll Plaza,"14.851945,79.987847"
RJ11GB8338,2025-04-22 23:54:24.000,S,Nellore Plaza (NH- 16),"14.312218,79.916296"
RJ11GB8338,2025-04-23 00:44:15.000,S,Budhanam Plaza (NH- 16),"14.059589,79.894624"
RJ11GB8338,2025-04-22 13:55:48.000,N,Madugulapally TOLL PLAZA,"16.9794,79.4537"
RJ11GB8338,2025-04-22 15:35:00.000,N,Thummalacheruvu Toll Plaza,"16.538341,79.798918"
RJ11GB8338,2025-04-22 18:26:00.000,N,Elchuru Toll Plaza,"16.107077,79.928762"
RJ11GB8338,2025-04-21 18:41:30.000,N,Pimpalkutti Border Checkpost,"19.504530,78.342330"
RJ11GB8338,2025-04-24 01:07:19.000,S,SURAPATTU TOLL PLAZA,"13.136678,80.181624"
RJ11GB8338,2025-04-24 00:47:06.000,S,Nallur Toll Plaza,"13.216958,80.169353"
RJ23GC4964,2025-04-22 01:23:55.000,S,Nimbali,"26.018464,73.088679"
RJ23GC4964,2025-04-21 21:11:19.000,N,UNDVARIYA TOLL PLAZA ,"24.633564,72.907054"
RJ23GC4964,2025-04-21 22:28:41.000,S,UTHMAN,"25.033571,72.94353"
RJ23GC4964,2025-04-21 23:29:58.000,S,BIRAMI,"25.371114,73.201486"
RJ23GC4964,2025-04-22 00:44:55.000,N,Gajangarh,"25.824112,73.233418"
RJ23GC4964,2025-04-22 02:51:05.000,N,Manaklaw TP-02,"26.428188,72.983382"
RJ23GC4964,2025-04-23 09:58:04.000,W,Chaudhariwas,"28.9974934,75.6043331"
RJ23GC4964,2025-04-21 19:46:54.000,N,KHEMANA TOLL PLAZA,"24.241335,72.462709"
RJ23GC4964,2025-04-23 17:52:34.000,E,Chaudhariwas,"28.9974934,75.6043331"
RJ23GC4964,2025-04-23 22:03:30.000,N,Rashidpura,"27.726086,75.075979"
RJ23GC4964,2025-04-22 10:39:15.000,S,Dhadhar,"28.3458569,75.0682504"
RJ23GC4964,2025-04-22 05:38:28.000,N,Harimma,"27.2553568,73.8398793"
RJ23GC4964,2025-04-22 09:16:22.000,S,Sobhasar,"27.785854, 74.747014"
RJ23GC4964,2025-04-23 19:03:21.000,N,Lasedi,"28.7015412,75.4758781"
RJ23GC4964,2025-04-24 06:53:20.000,S,Akhepura,"27.508121,75.344381"
RJ23GC4964,2025-04-23 20:16:32.000,N,Dhadhar,"28.3458569,75.0682504"
RJ23GC4964,2025-04-22 11:54:55.000,S,Lasedi,"28.7015412,75.4758781"
RJ23GC4964,2025-04-22 08:08:00.000,S,Nimbi Jodha,"27.5147239,74.3207931"
RJ23GC4964,2025-04-24 08:16:20.000,S,Tatiawas Toll Plaza,"27.089775,75.7415"
RJ23GC4964,2025-04-22 04:38:49.000,N,Tankala,"27.0133229,73.5005487"
RJ23GC4964,2025-04-22 03:21:01.000,S,Netra,"26.578709,73.155029"
MH05EL5431,2025-04-22 18:28:24.000,N,Arjunalli toll plaza,"19.361481,73.165874"
MH05EL5431,2025-04-24 15:22:42.000,E,Thakurtolla toll plaza,"21.117914,81.122298"
MH05EL5431,2025-04-23 23:17:02.000,S,Mathni,"21.139545,79.365105"
MH05EL5431,2025-04-23 22:21:43.000,N,NAGPUR BYPASS CHECK TOLL PLAZ,"20.2299353,79.0131934"
MH05EL5431,2025-04-24 09:40:56.000,E,Sendurwafa toll plaza,"21.088244,80.034186"
MH05EL5431,2025-04-24 16:00:55.000,N,Durg Bypass,"21.214518,81.287962"
MH05EL5431,2025-04-22 06:51:58.000,W,Shilphata NH48 Toll Plaza,"19.097790,73.071728"
MH05EL5431,2025-04-24 11:08:52.000,N,Deori Border Checkpost,"21.43425,80.263055"
MH05EL5431,2025-04-23 21:51:46.000,S,Waifal Toll Plaza,"20.978788, 78.932204"
HR38AB7167,2025-04-23 00:50:27.000,N,Raibha toll plaza,"27.164087, 77.815004"
HR38AB7167,2025-04-23 17:15:32.000,S,Jogipur Toll Plaza,"24.0875232,76.9848838"
HR38AB7167,2025-04-23 13:23:38.000,N,Pagara Toll Plaza,"24.5069819,77.1860753"
HR38AB7167,2025-04-22 20:23:55.000,S,Gadpuri Toll Plaza,"28.24923826096969, 77.29142358676597"
HR38AB7167,2025-04-22 21:41:36.000,S,Karman Toll Plaza,"27.855460, 77.402640"
HR38AB7167,2025-04-22 23:46:28.000,S,Mahuvan Toll Plaza,"27.337188,77.737458"
HR38AB7167,2025-04-23 11:13:39.000,E,Purankhedi Toll Plaza,"25.1649077,77.6035472"
HR38AB7167,2025-04-23 22:37:06.000,N,Dewas By pass Toll Plaza,"22.929,76.0463"
HR38AB7167,2025-04-23 23:54:29.000,W,SONWAY Toll Plaza,"22.6118196,75.7764414"
HR38AB7167,2025-04-23 19:56:01.000,N,Chapra,"23.6570433,76.6148339"
HR38AB7167,2025-04-23 09:40:02.000,E,Mud Kheda,"25.6814588,77.7295852"
HR38AB7167,2025-04-23 21:11:48.000,N,Rojwas,"23.3306354,76.1757945"
HR38AB7167,2025-04-23 07:30:29.000,S,Mehra Toll Plaza,"26.197589,78.240691"
HR38AB7167,2025-04-23 03:14:18.000,N,Choundha,"26.468079,78.010109"
HR38AB7167,2025-04-23 01:39:36.000,S,Baretha or Jajau,"26.932005,77.933357"
HR38AB7167,2025-04-23 23:00:14.000,S,IDTL Toll Plaza-A,"22.822692,75.938208"
HR38AB7167,2025-04-22 00:53:16.000,S,Kiranj Toll Plaza,"28.188888, 77.172178"
HR38AB7167,2025-04-22 00:45:14.000,S,Khalilpur Toll Plaza,"28.157553, 77.152888"
HR38AB7167,2025-04-23 08:21:20.000,E,Panihar,"26.097998, 78.015844"
HR38AC1884,2025-04-22 19:53:22.000,S,Chitora,"23.725416,78.809126"
HR38AC1884,2025-04-24 07:22:12.000,S,Daroada,"20.450625,78.755243"
HR38AC1884,2025-04-24 10:12:04.000,N,Pippalwada,"19.781093,78.565772"
HR38AC1884,2025-04-24 16:03:41.000,N,Rolmamda Toll Plaza,"19.28019,78.409222"
HR38AC1884,2025-04-22 06:54:00.000,N,Dagrai Toll Plaza,"25.6158907,78.4787578"
HR38AC1884,2025-04-22 12:35:36.000,S,Malthone,"24.322069,78.526217"
HR38AC1884,2025-04-24 09:23:18.000,S,Kelapur,"20.019318,78.540218"
HR38AC1884,2025-04-23 15:33:25.000,S,Madai Fee Plaza,"22.553803,79.115999"
HR38AC1884,2025-04-22 09:19:51.000,S,Babina Toll Plaza ,"25.216966,78.464471"
HR38AC1884,2025-04-22 11:01:26.000,N,Vighakhet Toll Plaza,"24.789578,78.448855"
HR38AC1884,2025-04-23 08:20:14.000,S,Titarpani,"23.217097,79.043014"
HR38AC1884,2025-04-23 10:08:40.000,S,Bakori,"22.8436452,79.3582326"
HR38AC1884,2025-04-23 19:05:44.000,N,Khawasa Toll Plaza,"21.703044,79.433797"
HR38AC1884,2025-04-23 20:09:02.000,N,MANSAR TOLL PLAZA,"21.382312,79.25332"
HR38AC1884,2025-04-23 21:10:02.000,N,KAMPTEE KANHAN BYPASS CHECK T,"21.244457,79.2490091"
HR38AC1884,2025-04-23 23:11:54.000,N,NAGPUR BYPASS CHECK TOLL PLAZ,"20.2299353,79.0131934"
HR38AC1884,2025-04-24 00:19:07.000,N,BORKHEDI TOLL PLAZA,"20.85612,78.963632"
HR38AC1884,2025-04-21 19:09:57.000,S,Mehra Toll Plaza,"26.197589,78.240691"
HR38AC1884,2025-04-23 20:20:49.000,S,Ramtek Border Checkpost,"21.255385,79.171631"
HR38AC1884,2025-04-24 09:56:06.000,N,Pimpalkutti Border Checkpost,"19.504530,78.342330"
HR38AC1884,2025-04-21 17:35:56.000,N,Choundha,"26.468079,78.010109"
HR38AC2749,2025-04-22 16:17:24.000,S,Rasoolpur Sikrod DME KM 3134,"28.704345,77.522078"
HR38AC2749,2025-04-22 17:52:49.000,S,Bilakbarpur,"28.520428,77.600397"
HR38AC2749,2025-04-22 19:04:33.000,S,Duhai,"28.737468,77.477137"
HR38AC2749,2025-04-24 09:53:15.000,N,Raibha toll plaza,"27.164087, 77.815004"
HR38AC2749,2025-04-24 03:01:45.000,S,Chhajju Nagar,"28.0989714,77.3639658"
HR38AC2749,2025-04-24 05:27:18.000,S,Karman Toll Plaza,"27.855460, 77.402640"
HR38AC2749,2025-04-24 08:56:15.000,S,Mahuvan Toll Plaza,"27.337188,77.737458"
HR38AC2749,2025-04-24 11:32:56.000,S,Baretha or Jajau,"26.932005,77.933357"
HR38AC4523,2025-04-22 17:41:32.000,N,Jogipur Toll Plaza,"24.0875232,76.9848838"
HR38AC4523,2025-04-22 18:57:42.000,S,Pagara Toll Plaza,"24.5069819,77.1860753"
HR38AC4523,2025-04-23 18:40:18.000,S,Raibha toll plaza,"27.164087, 77.815004"
HR38AC4523,2025-04-21 16:44:32.000,N,Laling toll plaza,"20.833039,74.754271"
HR38AC4523,2025-04-21 17:40:42.000,S,Songir,"21.050768,74.784939"
HR38AC4523,2025-04-21 18:27:01.000,N,Shirpur,"21.319733,74.889272"
HR38AC4523,2025-04-21 20:33:43.000,S,Jamli Toll Pllaza,"21.75667,75.156824"
HR38AC4523,2025-04-21 22:23:58.000,E,Khalghat Toll Plaza ,"22.173782,75.456797"
HR38AC4523,2025-04-22 06:56:42.000,E,SONWAY Toll Plaza,"22.6118196,75.7764414"
HR38AC4523,2025-04-22 08:14:00.000,S,Dewas By pass Toll Plaza,"22.929,76.0463"
HR38AC4523,2025-04-22 22:13:43.000,W,Purankhedi Toll Plaza,"25.1649077,77.6035472"
HR38AC4523,2025-04-23 19:54:24.000,N,Mahuvan Toll Plaza,"27.337188,77.737458"
HR38AC4523,2025-04-23 21:32:42.000,N,Karman Toll Plaza,"27.855460, 77.402640"
HR38AC4523,2025-04-23 09:16:14.000,N,Mehra Toll Plaza,"26.197589,78.240691"
HR38AC4523,2025-04-22 09:32:22.000,S,Rojwas,"23.3306354,76.1757945"
HR38AC4523,2025-04-22 16:14:54.000,S,Chapra,"23.6570433,76.6148339"
HR38AC4523,2025-04-23 06:06:52.000,W,Mud Kheda,"25.6814588,77.7295852"
HR38AC4523,2025-04-21 19:06:01.000,N,Hadakhed Border Checkpost,"21.2538,74.5846"
HR38AC4523,2025-04-23 15:37:33.000,S,Choundha,"26.468079,78.010109"
HR38AC4523,2025-04-23 17:13:18.000,N,Baretha or Jajau,"26.932005,77.933357"
HR38AC4523,2025-04-22 07:45:46.000,S,IDTL Toll Plaza-A,"22.822692,75.938208"
HR38AC4523,2025-04-23 23:27:48.000,S,NUH,"28.179226,77.074981"
HR38AC4523,2025-04-23 07:23:53.000,W,Panihar,"26.097998, 78.015844"
HR38AC6234,2025-04-23 01:49:55.000,W,Jojro Ka Kheda Toll Plaza,"25.082922,74.624379"
HR38AC6234,2025-04-23 11:04:00.000,W,Khedi,"26.1029659,74.6849376"
HR38AC6234,2025-04-23 09:49:01.000,W,Lambiya Kalan,"25.5871683,74.593839"
HR38AC6234,2025-04-22 23:54:45.000,E,Narayanpura Toll Plaza,"24.613529,74.233079"
HR38AC6234,2025-04-23 12:23:39.000,S,Kishangarh Plaza,"26.595329,74.939169"
HR38AC6234,2025-04-23 20:10:21.000,N,Shahjahanpur Toll Plaza,"27.99978,76.430522"
HR38AC6234,2025-04-23 17:22:22.000,E,Daulatpura Toll Plaza,"27.0868994,75.8345568"
HR38AC6234,2025-04-23 18:04:22.000,S,Manoharpura Toll plaza,"27.3056399,75.9535128"
HR38AC6234,2025-04-23 16:29:19.000,S,Thikariya Toll Plaza,"26.843328,75.615578"
HR38AC6234,2025-04-24 01:02:57.000,S,Asoda,"28.725089,76.846528"
HR38AC9524,2025-04-22 16:27:28.000,W,Jojro Ka Kheda Toll Plaza,"25.082922,74.624379"
HR38AC9524,2025-04-21 20:53:06.000,S,Durjanpura Toll Plaza,"22.475387,75.571802"
HR38AC9524,2025-04-22 14:28:28.000,S,Nimbaheda,"24.6104397,74.6484461"
HR38AC9524,2025-04-22 15:12:17.000,S,Ochadi,"24.8248863,74.6282613"
HR38AC9524,2025-04-23 00:44:35.000,W,Lambiya Kalan,"25.5871683,74.593839"
HR38AC9524,2025-04-23 02:27:15.000,W,Khedi,"26.1029659,74.6849376"
HR38AC9524,2025-04-21 18:10:43.000,E,Khalghat Toll Plaza ,"22.173782,75.456797"
HR38AC9524,2025-04-21 23:22:26.000,S,Chokala Toll Plaza,"22.9310,75.2507"
HR38AC9524,2025-04-22 06:14:08.000,N,Chikliya Toll Plaza,"23.2305,75.1270"
HR38AC9524,2025-04-22 07:56:25.000,N,Manankheda,"23.79626925,75.10225026"
HR38AC9524,2025-04-22 10:58:54.000,N,Piplyamandi,"24.168848,75.013273"
HR38AC9524,2025-04-22 14:19:07.000,N,Nayagaon,"24.572623,74.761591"
HR38AC9524,2025-04-23 03:53:51.000,S,Kishangarh Plaza,"26.595329,74.939169"
HR38AC9524,2025-04-24 02:20:11.000,S,Thikariya Toll Plaza,"26.843328,75.615578"
HR38AC9524,2025-04-24 03:02:11.000,S,Sitarampura Toll Plaza,"26.7473,75.7686"
HR38AD6878,2025-04-24 01:04:26.000,S,Badarpur faridabad Toll Plaza,"28.476208,77.305485"
HR38AD7396,2025-04-21 19:16:51.000,N,Pippalwada,"19.781093,78.565772"
HR38AD7396,2025-04-23 16:46:58.000,S,Manoharabad,"17.801103,78.471683"
HR38AD7396,2025-04-22 02:10:40.000,S,Bhiknoor Toll Plaza,"18.20539,78.398299"
HR38AD7396,2025-04-22 09:06:44.000,N,Manoharabad,"17.801103,78.471683"
HR38AD7396,2025-04-23 23:02:14.000,S,Pippalwada,"19.781093,78.565772"
HR38AD7396,2025-04-24 00:54:33.000,N,Daroada,"20.450625,78.755243"
HR38AD7396,2025-04-21 18:08:40.000,S,Kelapur,"20.019318,78.540218"
HR38AD7396,2025-04-21 22:29:21.000,N,Rolmamda Toll Plaza,"19.28019,78.409222"
HR38AD7396,2025-04-21 23:18:54.000,N,Gamjal Toll Plaza,"19.026592,78.362705"
HR38AD7396,2025-04-22 00:54:38.000,S,Indalwai,"18.538284,78.239718"
HR38AD7396,2025-04-23 17:52:02.000,N,Bhiknoor Toll Plaza,"18.20539,78.398299"
HR38AD7396,2025-04-23 18:48:58.000,N,Indalwai,"18.538284,78.239718"
HR38AD7396,2025-04-23 20:28:21.000,S,Gamjal Toll Plaza,"19.026592,78.362705"
HR38AD7396,2025-04-23 21:43:51.000,S,Rolmamda Toll Plaza,"19.28019,78.409222"
HR38AD7396,2025-04-23 23:46:13.000,N,Kelapur,"20.019318,78.540218"
HR38AD7396,2025-04-22 11:54:20.000,W,Tukkuguda,"17.121063, 78.283524"
HR38AD7396,2025-04-23 16:11:00.000,W,Medchal,"17.355345, 78.292706"
HR38AD7396,2025-04-24 02:07:11.000,N,BORKHEDI TOLL PLAZA,"20.85612,78.963632"
HR38AD7396,2025-04-21 18:53:08.000,N,Pimpalkutti Border Checkpost,"19.504530,78.342330"
HR38AD7396,2025-04-23 23:12:50.000,S,Pimpalkutti Border Checkpost,"19.504530,78.342330"
HR38AD7936,2025-04-22 20:16:38.000,N,Jogipur Toll Plaza,"24.0875232,76.9848838"
HR38AD7936,2025-04-23 17:41:55.000,S,Raibha toll plaza,"27.164087, 77.815004"
HR38AD7936,2025-04-24 02:07:20.000,S,Bilakbarpur,"28.520428,77.600397"
HR38AD7936,2025-04-21 17:29:21.000,S,MMKIPL Toll Plaza,"19.9798867,74.490845"
HR38AD7936,2025-04-22 21:39:01.000,S,Pagara Toll Plaza,"24.5069819,77.1860753"
HR38AD7936,2025-04-21 23:35:10.000,N,Laling toll plaza,"20.833039,74.754271"
HR38AD7936,2025-04-22 00:17:02.000,S,Songir,"21.050768,74.784939"
HR38AD7936,2025-04-22 01:01:15.000,N,Shirpur,"21.319733,74.889272"
HR38AD7936,2025-04-22 08:18:41.000,S,Jamli Toll Pllaza,"21.75667,75.156824"
HR38AD7936,2025-04-22 10:51:52.000,E,Khalghat Toll Plaza ,"22.173782,75.456797"
HR38AD7936,2025-04-22 13:21:40.000,E,SONWAY Toll Plaza,"22.6118196,75.7764414"
HR38AD7936,2025-04-22 15:01:09.000,S,Dewas By pass Toll Plaza,"22.929,76.0463"
HR38AD7936,2025-04-23 08:13:56.000,W,Purankhedi Toll Plaza,"25.1649077,77.6035472"
HR38AD7936,2025-04-23 21:25:06.000,N,Mahuvan Toll Plaza,"27.337188,77.737458"
HR38AD7936,2025-04-23 23:07:37.000,N,Karman Toll Plaza,"27.855460, 77.402640"
