vehicle_reg_no,transaction_date_time,lane_direction,toll_plaza_name,toll_plaza_geocode
HR55AN8367,2025-05-11 22:35:27.000,S,Chalakwadi  toll plaza,"19.1700886,74.0751759"
HR55AN8367,2025-05-10 18:36:20.000,S,NayapuraToll Plaza,"75.07147537, 23.51194711"
HR38AF2070,2025-05-11 02:40:52.000,N,MMKIPL Toll Plaza,"19.9798867,74.490845"
HR38AF2070,2025-05-11 08:17:32.000,N,Ainoli Toll Plaza,"17.503027,77.431011"
HR38AF2070,2025-05-10 18:29:37.000,W,Khalghat Toll Plaza ,"22.173782,75.456797"
HR38AF2070,2025-05-10 19:46:53.000,N,Jamli Toll Pllaza,"21.75667,75.156824"
HR38AF2070,2025-05-10 21:47:46.000,S,Shirpur,"21.319733,74.889272"
HR38AF2070,2025-05-10 22:28:07.000,N,Songir,"21.050768,74.784939"
HR38AF2070,2025-05-10 23:42:39.000,S,Laling toll plaza,"20.833039,74.754271"
HR38AF2070,2025-05-11 22:35:33.000,E,TASAWADE TOLL PLAZA,"17.365756,74.122928"
HR38AF2070,2025-05-13 10:21:37.000,W,TASAWADE TOLL PLAZA,"17.365756,74.122928"
HR38AF2070,2025-05-10 21:21:43.000,S,Hadakhed Border Checkpost,"21.2538,74.5846"
HR38AF2070,2025-05-11 13:09:59.000,S,Mhasane Phata,"18.9331389,74.4929167"
HR38AF2070,2025-05-10 11:53:39.000,S,IDTL Toll Plaza-A,"22.822692,75.938208"
HR38AF2070,2025-05-11 12:36:21.000,S,Ahmednagar Bypass Toll Plaza,"19.087090, 74.697590"
MH04JK4525,2025-05-11 22:38:45.000,S,Ghoti toll plaza,"19.708905,73.614819"
MH04JK4525,2025-05-10 18:52:04.000,W,Khalghat Toll Plaza ,"22.173782,75.456797"
MH04JK4525,2025-05-10 20:32:39.000,N,Jamli Toll Pllaza,"21.75667,75.156824"
MH04JK4525,2025-05-11 07:39:57.000,S,Shirpur,"21.319733,74.889272"
MH04JK4525,2025-05-11 08:24:20.000,N,Songir,"21.050768,74.784939"
MH04JK4525,2025-05-11 12:16:16.000,S,Laling toll plaza,"20.833039,74.754271"
MH04JK4525,2025-05-11 16:49:19.000,N,Chandwad toll plaza,"20.325219,74.210736"
MH04JK4525,2025-05-11 07:02:23.000,S,Hadakhed Border Checkpost,"21.2538,74.5846"
MH04JK4525,2025-05-11 17:37:35.000,S,Baswant Toll Plaza,"20.141754,73.9764485"
MH46BB8468,2025-05-11 22:38:59.000,S,Arjunalli toll plaza,"19.361481,73.165874"
MH46BB8468,2025-05-10 23:48:11.000,S,Pimpri Sadruddin Toll Plaza,"19.676166, 73.566280"
AP05TN0764,2025-05-11 17:26:22.000,S,Tangatur Toll Plaza,"15.358166,80.040105"
AP05TN0764,2025-05-11 22:44:00.000,S,Sullurpet Plaza (NH-16),"13.744936,79.990993"
AP05TN0764,2025-05-10 18:02:45.000,S,Bollapalli Toll Plaza,"15.886754,80.070843"
AP05TN0764,2025-05-11 18:48:49.000,S,Musunur Toll Plaza,"14.851945,79.987847"
AP05TN0764,2025-05-11 20:39:04.000,S,Nellore Plaza (NH- 16),"14.312218,79.916296"
AP05TN0764,2025-05-11 21:56:17.000,S,Budhanam Plaza (NH- 16),"14.059589,79.894624"
HR55AL4602,2025-05-11 13:40:40.000,W,Trichy Salem,"11.012859,77.073174"
HR55AL4602,2025-05-11 14:02:33.000,W,Pollachi Salem Toll Plaza,"10.921531,76.989327"
HR55AL4602,2025-05-11 09:15:56.000,E,Omalur Toll Plaza,"11.72034,78.07338"
HR55AL4602,2025-05-11 14:04:55.000,W,Pollachi Cochin Toll Plaza,"10.914016,76.982178"
HR55AL4602,2025-05-13 10:46:28.000,E,Trichy Salem,"11.012859,77.073174"
HR55AL4602,2025-05-11 13:32:44.000,W,Neelambur,"11.060944,77.088928"
HR55AL4602,2025-05-11 22:45:37.000,N,PamPamPallam Toll Plaza,"10.8131538,76.7957998"
HR55AL4602,2025-05-13 09:41:12.000,S,PamPamPallam Toll Plaza,"10.8131538,76.7957998"
HR55AL4602,2025-05-11 13:45:36.000,W,Trichy Cochin,"11.005088,77.069038"
HR55AL4602,2025-05-11 14:11:25.000,W,Madukkarai,"10.895638,76.945815"
HR55AL4602,2025-05-13 10:05:12.000,E,Madukkarai,"10.895638,76.945815"
HR55AL4602,2025-05-13 10:19:45.000,E,Pollachi Salem Toll Plaza,"10.921531,76.989327"
HR55AL4602,2025-05-13 10:37:54.000,E,Trichy Cochin,"11.005088,77.069038"
HR55AL4602,2025-05-11 03:38:23.000,E,Nalluru Devanahalli,"13.206308, 77.765553"
HR55AL4602,2025-05-11 08:03:23.000,N,L&T Krishnagiri Thopur Toll P,"12.00638,78.08008"
HR55AL4602,2025-05-11 11:28:55.000,W,Vijayamangalam Toll Plaza,"11.245714,77.519702"
HR55AL4602,2025-05-11 13:21:53.000,W,IVRCL Chengapally Tollways Li,"11.012852,77.073167"
HR55AL4602,2025-05-11 06:42:56.000,N,Krishnagiri Plaza,"12.544583,78.201132"
HR55AL4602,2025-05-10 17:24:00.000,S,Bagepalli Toll Plaza,"13.79295,77.764358"
HR55AL4602,2025-05-11 10:06:34.000,W,Vaiguntham Toll Plaza,"11.513282,77.923946"
NL01N2768,2025-05-11 22:47:18.000,E,Choryasi Toll Plaza,"21.303367,72.95418"
TN39DX5449,2025-05-10 20:22:47.000,S,Bankapur,"14.90999,75.2798"
TN39DX5449,2025-05-10 12:31:35.000,S,Ainoli Toll Plaza,"17.503027,77.431011"
TN39DX5449,2025-05-11 19:40:04.000,N,Kini Toll Plaza,"16.8767054,74.2983001"
TN39DX5449,2025-05-10 18:44:19.000,N,Chalageri Toll Plaza,"14.556782,75.728072"
TN39DX5449,2025-05-11 16:44:45.000,N,Hattargi Toll Plaza,"16.1433,74.51696"
TN39DX5449,2025-05-11 18:24:36.000,N,Kognoli Toll Plaza,"16.5422,74.31825"
TN39DX5449,2025-05-10 17:12:18.000,N,Hebbalu Toll Plaza,"14.375564,76.106875"
TN39DX5449,2025-05-11 15:31:11.000,E,Hirebgewadi toll plaza,"15.76311,74.64785"
TN39DX5449,2025-05-11 21:31:38.000,W,TASAWADE TOLL PLAZA,"17.365756,74.122928"
TN39DX5449,2025-05-11 22:51:48.000,E,Anewadi Toll Plaza,"17.810312,73.971381"
TN39DX5449,2025-05-11 18:30:54.000,S,Kagal Check Post,"16.334688,74.19526"
UP81CT5371,2025-05-11 02:15:29.000,S,Anantram Toll Plaza ,"26.594931,79.268034"
UP81CT5371,2025-05-10 22:12:49.000,S,Aliyapur Toll Plaza,"26.06978,80.163008"
UP81CT5371,2025-05-11 09:05:16.000,N,Kiratpur fee plaza,"27.79189039140145, 78.2865520412782"
UP81CT5371,2025-05-11 22:57:00.000,N,Kurana Toll Plaza,"28.6278,77.7849"
TN39CU6081,2025-05-11 21:03:59.000,N,Kini Toll Plaza,"16.8767054,74.2983001"
TN39CU6081,2025-05-11 22:57:49.000,W,TASAWADE TOLL PLAZA,"17.365756,74.122928"
TN28BH2496,2025-05-10 15:32:50.000,W,Nathakkarai Plaza,"11.592809,78.780812"
TN28BH2496,2025-05-10 17:07:21.000,W,Mettupatti Plaza,"11.661687,78.330731"
TN28BH2496,2025-05-10 20:40:18.000,W,Vijayamangalam Toll Plaza,"11.245714,77.519702"
TN28BH2496,2025-05-11 23:04:47.000,E,Vijayamangalam Toll Plaza,"11.245714,77.519702"
TN28BH2496,2025-05-13 11:28:52.000,S,Rasampalayam Plaza,"11.193895,78.103219"
TN28BH2496,2025-05-10 18:52:06.000,W,Vaiguntham Toll Plaza,"11.513282,77.923946"
MH14JL5103,2025-05-11 23:11:05.000,S,AMTL-TP-01 Vasna-Iyava,"23.0073, 72.3477"
MH14JL5103,2025-05-11 00:58:08.000,S,Nashik Sinner Tollways Limited,"19.9119216,73.9006299"
MH14JL5103,2025-05-11 07:50:23.000,E,Choryasi Toll Plaza,"21.303367,72.95418"
MH14JL5103,2025-05-11 18:37:32.000,S,Vadodara Toll Plaza,"22.413798,73.149308"
MH14JL5103,2025-05-11 22:16:37.000,E,Bakrol Toll Plaza,"22.935230, 72.519760"
MH14JL5103,2025-05-11 22:30:28.000,N,Sanathal Toll Plaza,"22.974110, 72.473050"
MH14JL5103,2025-05-10 23:32:12.000,S,Hiwargaon pavasa toll plaza,"19.514777,74.2013655"
MH14JL5103,2025-05-11 02:19:54.000,S,Chachadgaon Toll Plaza,"20.223616, 73.664849"
MH14JL5103,2025-05-11 08:57:19.000,N,Mandva Toll Plaza,"21.7016001,73.0609234"
MH14JL5103,2025-05-10 19:33:24.000,N,Chalakwadi  toll plaza,"19.1700886,74.0751759"
MH14JL5103,2025-05-11 09:46:23.000,N,L&T Vadodra,"22.015027,73.115049"
MH46F3599,2025-05-11 23:11:08.000,S,AMTL-TP-01 Vasna-Iyava,"23.0073, 72.3477"
MH46F3599,2025-05-11 07:43:08.000,E,Choryasi Toll Plaza,"21.303367,72.95418"
MH46F3599,2025-05-11 18:37:15.000,S,Vadodara Toll Plaza,"22.413798,73.149308"
MH46F3599,2025-05-11 22:16:21.000,E,Bakrol Toll Plaza,"22.935230, 72.519760"
MH46F3599,2025-05-11 22:30:13.000,N,Sanathal Toll Plaza,"22.974110, 72.473050"
MH46F3599,2025-05-11 08:57:35.000,N,Mandva Toll Plaza,"21.7016001,73.0609234"
MH46F3599,2025-05-11 09:46:39.000,N,L&T Vadodra,"22.015027,73.115049"
HR55AD5207,2025-05-11 03:23:03.000,S,Madai Fee Plaza,"22.553803,79.115999"
HR55AD5207,2025-05-11 17:31:20.000,S,Kelapur,"20.019318,78.540218"
HR55AD5207,2025-05-11 18:36:10.000,N,Pippalwada,"19.781093,78.565772"
HR55AD5207,2025-05-11 23:12:02.000,N,Gamjal Toll Plaza,"19.026592,78.362705"
HR55AD5207,2025-05-10 22:01:25.000,S,Chitora,"23.725416,78.809126"
HR55AD5207,2025-05-11 21:31:23.000,N,Rolmamda Toll Plaza,"19.28019,78.409222"
HR55AD5207,2025-05-10 19:33:07.000,S,Malthone,"24.322069,78.526217"
HR55AD5207,2025-05-11 14:55:19.000,S,Daroada,"20.450625,78.755243"
HR55AD5207,2025-05-10 16:37:25.000,N,Vighakhet Toll Plaza,"24.789578,78.448855"
HR55AD5207,2025-05-10 23:53:10.000,S,Titarpani,"23.217097,79.043014"
HR55AD5207,2025-05-11 01:28:06.000,S,Bakori,"22.8436452,79.3582326"
HR55AD5207,2025-05-11 07:52:35.000,N,Khawasa Toll Plaza,"21.703044,79.433797"
HR55AD5207,2025-05-11 08:31:26.000,N,MANSAR TOLL PLAZA,"21.382312,79.25332"
HR55AD5207,2025-05-11 09:31:18.000,N,KAMPTEE KANHAN BYPASS CHECK T,"21.244457,79.2490091"
HR55AD5207,2025-05-11 10:21:12.000,N,NAGPUR BYPASS CHECK TOLL PLAZ,"20.2299353,79.0131934"
HR55AD5207,2025-05-11 11:27:01.000,N,BORKHEDI TOLL PLAZA,"20.85612,78.963632"
HR55AD5207,2025-05-13 09:41:13.000,S,Pottipadu,"16.572341,80.862502"
HR55AD5207,2025-05-13 16:15:06.000,S,Gowraram Toll Plaza,"17.268021,80.679776"
HR55AD5207,2025-05-11 08:40:20.000,S,Ramtek Border Checkpost,"21.255385,79.171631"
HR55AD5207,2025-05-11 18:07:47.000,N,Pimpalkutti Border Checkpost,"19.504530,78.342330"
NL01AC4625,2025-05-10 18:39:13.000,E,Mohania Toll Plaza,"25.1882337,83.5615933"
NL01AC4625,2025-05-10 22:28:29.000,S,Babhaniyawan Toll Plaza,"25.498322, 84.488333"
NL01AC4625,2025-05-11 23:24:42.000,S,Babhaniyawan Toll Plaza,"25.498322, 84.488333"
NL01AC8811,2025-05-10 22:44:41.000,N,Malthone,"24.322069,78.526217"
NL01AC8811,2025-05-11 09:59:26.000,S,Dagrai Toll Plaza,"25.6158907,78.4787578"
NL01AC8811,2025-05-11 23:27:00.000,S,Baros Toll Plaza,"27.335508,78.031048"
NL01AC8811,2025-05-10 20:33:36.000,N,Chitora,"23.725416,78.809126"
NL01AC8811,2025-05-11 21:43:54.000,S,Raibha toll plaza,"27.164087, 77.815004"
NL01AC8811,2025-05-10 16:24:03.000,N,Bakori,"22.8436452,79.3582326"
NL01AC8811,2025-05-10 18:30:06.000,N,Titarpani,"23.217097,79.043014"
NL01AC8811,2025-05-11 07:05:04.000,S,Vighakhet Toll Plaza,"24.789578,78.448855"
NL01AC8811,2025-05-11 08:20:54.000,N,Babina Toll Plaza ,"25.216966,78.464471"
NL01AC8811,2025-05-11 11:59:39.000,N,Mehra Toll Plaza,"26.197589,78.240691"
NL01AC8811,2025-05-11 18:51:24.000,S,Choundha,"26.468079,78.010109"
NL01AC8811,2025-05-11 20:24:31.000,N,Baretha or Jajau,"26.932005,77.933357"
NL01AD9609,2025-05-11 12:58:57.000,N,Karjeevanhally Toll Plaza,"13.612918,76.953866"
NL01AD9609,2025-05-11 20:50:54.000,E,Omalur Toll Plaza,"11.72034,78.07338"
NL01AD9609,2025-05-11 10:53:45.000,N,Guilalu Toll Plaza,"14.053778,76.560573"
NL01AD9609,2025-05-10 16:41:13.000,S,Nandani Toll Plaza,"17.472901,75.855225"
NL01AD9609,2025-05-10 18:07:18.000,S,Tidagundi,"17.008350,75.758870"
NL01AD9609,2025-05-10 18:42:49.000,N,Bijapur Toll Plaza,"16.786741,75.739648"
NL01AD9609,2025-05-10 20:39:58.000,N,Nagarhalla Toll Plaza,"16.290371,75.923507"
NL01AD9609,2025-05-11 07:50:03.000,S,Thimmalapura,"15.05737,76.3569"
NL01AD9609,2025-05-11 09:31:18.000,N,Kananakatte,"14.5381,76.4269"
NL01AD9609,2025-05-11 16:34:44.000,S,ATTIBELLE ,"12.776883,77.777119"
NL01AD9609,2025-05-11 19:52:20.000,N,L&T Krishnagiri Thopur Toll P,"12.00638,78.08008"
NL01AD9609,2025-05-11 23:32:53.000,W,Vijayamangalam Toll Plaza,"11.245714,77.519702"
NL01AD9609,2025-05-11 14:58:55.000,S,Banglaore-Nelamangala Plaza,"13.090678,77.399788"
NL01AD9609,2025-05-10 16:49:07.000,N,Mandrup Border Checkpost,"17.265351,75.51263"
NL01AD9609,2025-05-11 05:11:37.000,N,Vanagiri,"15.819341,76.174865"
NL01AD9609,2025-05-11 06:32:38.000,N,Shahapur,"15.357898,76.312781"
NL01AD9609,2025-05-11 06:39:03.000,N,Hitnal,"15.323649,76.303646"
NL01AD9609,2025-05-11 16:05:18.000,S,Hosur Road (P1) Toll,"12.858667,77.655833"
NL01AD9609,2025-05-11 18:18:44.000,N,Krishnagiri Plaza,"12.544583,78.201132"
NL01AD9609,2025-05-11 14:50:47.000,S,Kulumapalya toll plaza,"13.114638,77.37463"
NL01AD9609,2025-05-11 13:58:41.000,S,Chokkenahalli toll plaza,"13.302065,77.161956"
NL01AD9609,2025-05-11 21:47:41.000,W,Vaiguntham Toll Plaza,"11.513282,77.923946"
HR38AD0836,2025-05-11 11:57:43.000,N,Dakan Kotra,"24.500543, 73.720874"
HR38AD0836,2025-05-11 14:48:10.000,E,Khandi Obri Toll Plaza,"23.993636,73.627895"
HR38AD0836,2025-05-11 22:37:11.000,N,Ranasan Toll Plaza,"23.096350, 72.686190"
HR38AD0836,2025-05-11 04:42:32.000,E,Lambiya Kalan,"25.5871683,74.593839"
HR38AD0836,2025-05-11 23:02:22.000,N,Ramol Toll Plaza,"22.984070, 72.663800"
HR38AD0836,2025-05-11 08:48:24.000,E,Jojro Ka Kheda Toll Plaza,"25.082922,74.624379"
HR38AD0836,2025-05-11 03:11:24.000,E,Khedi,"26.1029659,74.6849376"
HR38AD0836,2025-05-11 10:39:32.000,W,Narayanpura Toll Plaza,"24.613529,74.233079"
HR38AD0836,2025-05-11 23:41:41.000,E,Bakrol Toll Plaza,"22.935230, 72.519760"
HR38AD0836,2025-05-11 01:39:04.000,N,Kishangarh Plaza,"26.595329,74.939169"
HR38AD0836,2025-05-10 18:47:52.000,S,Shahjahanpur Toll Plaza,"27.99978,76.430522"
HR38AD0836,2025-05-10 21:48:31.000,W,Daulatpura Toll Plaza,"27.0868994,75.8345568"
HR38AD0836,2025-05-10 21:06:32.000,N,Manoharpura Toll plaza,"27.3056399,75.9535128"
HR38AD0836,2025-05-10 22:45:10.000,N,Thikariya Toll Plaza,"26.843328,75.615578"
HR38AD0836,2025-05-11 21:31:39.000,N,Kathpur Toll Plaza,"23.410181,72.828618"
HR38AD0836,2025-05-10 16:11:04.000,S,MANESHAR-7B,"28.310995,76.895142"
HR38AD0836,2025-05-11 16:27:48.000,N,Vantada Toll Plaza,"23.61615,73.254472"
HR55AS1414,2025-05-10 15:53:15.000,E,Pipalaz,"26.158577,74.371572"
HR55AS1414,2025-05-10 21:26:47.000,E,Gegal,"26.551347,74.780202"
HR55AS1414,2025-05-10 21:52:56.000,S,Kishangarh Plaza,"26.595329,74.939169"
HR55AS1414,2025-05-11 23:53:04.000,N,Shahjahanpur Toll Plaza,"27.99978,76.430522"
HR55AS1414,2025-05-11 17:34:12.000,E,Daulatpura Toll Plaza,"27.0868994,75.8345568"
HR55AS1414,2025-05-11 19:05:30.000,S,Manoharpura Toll plaza,"27.3056399,75.9535128"
HR55AS1414,2025-05-11 15:55:20.000,S,Thikariya Toll Plaza,"26.843328,75.615578"
RJ18GB8466,2025-05-10 19:49:34.000,N,Saukala Toll Plaza,"24.599579,84.70284"
RJ18GB8466,2025-05-10 16:59:25.000,E,Sasaram Toll Plaza,"24.957125,83.954997"
RJ18GB8466,2025-05-11 21:40:12.000,N,Beliyad toll plaza  ,"23.763627,86.79803"
RJ18GB8466,2025-05-11 23:53:51.000,N,Banskopa Plaza,"23.4916993,87.3768623"
RJ18GB8466,2025-05-10 22:52:30.000,S,Rasoiya Dhamna Toll Plaza,"24.3234,85.3881"
RJ18GB8466,2025-05-11 10:15:35.000,N,Ghanghri Toll Plaza,"24.030088,85.948654"
HR61D3995,2025-05-12 00:03:30.000,E,Belsari,"25.6376960, 83.8398360"
HR61D3995,2025-05-11 17:04:30.000,N,Kulhariya fee plaza,"25.580560, 84.768610"
HR61D3995,2025-05-11 22:53:54.000,N,Dalsagar Toll Plaza,"25.580548, 84.060688"
RJ40GA6300,2025-05-11 22:22:45.000,N,Jaladhulagori toll plaza,"22.573188,88.181679"
RJ40GA6300,2025-05-12 00:08:21.000,E,Debra toll plaza,"22.397144,87.522855"
HR38AH3225,2025-05-11 07:12:25.000,W,Khedi,"26.1029659,74.6849376"
HR38AH3225,2025-05-10 18:36:37.000,N,Rupakheda Toll Plaza,"25.1100285,73.9887022"
HR38AH3225,2025-05-10 20:34:29.000,N,Mujras Toll Plaza,"25.2747754,74.4927949"
HR38AH3225,2025-05-10 23:09:33.000,W,Lambiya Kalan,"25.5871683,74.593839"
HR38AH3225,2025-05-11 15:27:56.000,S,Kishangarh Plaza,"26.595329,74.939169"
HR38AH3225,2025-05-12 00:14:24.000,N,Shahjahanpur Toll Plaza,"27.99978,76.430522"
HR38AH3225,2025-05-11 06:21:00.000,E,Daulatpura Toll Plaza,"27.0868994,75.8345568"
HR38AH3225,2025-05-11 20:48:11.000,S,Manoharpura Toll plaza,"27.3056399,75.9535128"
HR38AH3225,2025-05-11 17:19:43.000,S,Thikariya Toll Plaza,"26.843328,75.615578"
GJ01DV6022,2025-05-09 15:26:16.000,S,Kamthana Toll Plaza,"17.845891,77.448414"
GJ01DV6022,2025-05-12 00:16:07.000,N,Tundla Toll Plaza ,"27.218247,78.272821"
TN23DC2871,2025-05-10 19:44:12.000,S,Nagarhalla Toll Plaza,"16.290371,75.923507"
TN23DC2871,2025-05-10 21:35:59.000,S,Bijapur Toll Plaza,"16.786741,75.739648"
TN23DC2871,2025-05-10 16:47:00.000,S,Hitnal,"15.323649,76.303646"
TN23DC2871,2025-05-10 16:55:47.000,S,Shahapur,"15.357898,76.312781"
TN23DC2871,2025-05-10 18:25:42.000,S,Vanagiri,"15.819341,76.174865"
TN23DC2871,2025-05-11 15:52:46.000,N,Banpimpri Toll Plaza,"18.824582, 74.886207"
TN23DC2871,2025-05-11 19:12:28.000,S,Ahmednagar Bypass Toll Plaza,"19.087090, 74.697590"
TN23DC2871,2025-05-12 00:17:13.000,S,Pimpri Sadruddin Toll Plaza,"19.676166, 73.566280"
HR55AL8324,2025-05-10 16:40:21.000,N,Muzaina Hetim Toll Plaza,"26.733855,83.808555"
HR55AL8324,2025-05-10 22:55:08.000,S,Maithi,"26.112648,85.564827"
HR55AL8324,2025-05-11 01:11:08.000,S,Raje Toll Plaza (T-2),"26.225144,86.150263"
HR55AL8324,2025-05-11 08:57:41.000,N,Asanpur  Toll Plaza ,"26.297778,86.632891"
HR55AL8324,2025-05-10 17:38:37.000,S,Salemgarh Toll Plaza,"26.631703,84.238336"
HR55AL8324,2025-05-10 20:52:51.000,W,Parsoni Khem Toll Plaza,"26.451643,85.022817"
HR55AL8324,2025-05-11 18:07:31.000,S,Hariabara,"26.152636,87.445216"
HR55AL8324,2025-05-12 00:23:05.000,S,Satbhaiya Fee Toll Plaza,"26.687394, 88.2310881"
HR55AL8324,2025-05-11 21:50:05.000,S,Jeerangachh toll Plaza,"26.34924, 88.0535763"
HR55AL8324,2025-05-11 18:35:09.000,S,Kakan Toll Plaza,"26.144405, 87.580533"
HR55AL8324,2025-05-10 19:13:26.000,S,Barhima Toll Plaza,"26.411782,84.584858"
HR38V1920,2025-05-10 23:35:23.000,N,Saukala Toll Plaza,"24.599579,84.70284"
HR38V1920,2025-05-12 00:24:10.000,S,Kulhariya fee plaza,"25.580560, 84.768610"
GJ27TD4899,2025-05-10 17:26:06.000,N,Dakan Kotra,"24.500543, 73.720874"
GJ27TD4899,2025-05-11 23:57:43.000,N,Ramol Toll Plaza,"22.984070, 72.663800"
GJ27TD4899,2025-05-11 23:35:57.000,N,Ranasan Toll Plaza,"23.096350, 72.686190"
GJ27TD4899,2025-05-10 22:06:54.000,E,Khandi Obri Toll Plaza,"23.993636,73.627895"
GJ27TD4899,2025-05-12 00:25:00.000,E,Bakrol Toll Plaza,"22.935230, 72.519760"
GJ27TD4899,2025-05-11 10:50:14.000,N,Kathpur Toll Plaza,"23.410181,72.828618"
GJ27TD4899,2025-05-11 08:39:21.000,N,Vantada Toll Plaza,"23.61615,73.254472"
MH46CL5157,2025-05-12 00:32:04.000,S,Arjunalli toll plaza,"19.361481,73.165874"
MH46CL5157,2025-05-10 15:23:19.000,N,Kamkole,"17.6457252,77.8198176"
MH46CL5157,2025-05-10 17:22:11.000,N,Mangalgi,"17.7454925,77.3171313"
MH46CL5157,2025-05-10 14:03:27.000,W,Patancheru,"17.321673, 78.140518"
MH46CL5157,2025-05-10 23:06:03.000,N,Sawaleshwar Toll Plaza ,"17.7643864,75.7558759"
MH46CL5157,2025-05-11 00:19:29.000,N,Varwade Toll Plaza,"17.957556,75.330977"
MH46CL5157,2025-05-10 20:13:32.000,N,Talmod Toll Plaza,"17.8261927,76.7398762"
MH46CL5157,2025-05-10 21:40:34.000,N,Phulwadi Toll Plaza,"17.7991202,76.1933353"
MH46CL5157,2025-05-10 19:52:28.000,S,Omerga Border Checkpost,"17.495067,76.462114"
MH46CL5157,2025-05-11 13:06:30.000,N,Banpimpri Toll Plaza,"18.824582, 74.886207"
MH46CL5157,2025-05-11 15:32:55.000,S,Ahmednagar Bypass Toll Plaza,"19.087090, 74.697590"
MH46CL5157,2025-05-11 22:27:24.000,S,Pimpri Sadruddin Toll Plaza,"19.676166, 73.566280"
KA52A9581,2025-05-12 00:33:19.000,W,Pollachi Salem Toll Plaza,"10.921531,76.989327"
KA52A9581,2025-05-12 00:12:21.000,W,Trichy Salem,"11.012859,77.073174"
KA52A9581,2025-05-12 00:15:39.000,W,Trichy Cochin,"11.005088,77.069038"
KA52A9581,2025-05-12 00:41:29.000,W,Madukkarai,"10.895638,76.945815"
KA52A9581,2025-05-10 15:11:34.000,S,ATTIBELLE ,"12.776883,77.777119"
KA52A9581,2025-05-10 19:04:18.000,N,L&T Krishnagiri Thopur Toll P,"12.00638,78.08008"
KA52A9581,2025-05-11 23:53:56.000,W,IVRCL Chengapally Tollways Li,"11.012852,77.073167"
KA52A9581,2025-05-10 21:49:25.000,S,Banglaore-Nelamangala Plaza,"13.090678,77.399788"
KA52A9581,2025-05-10 16:43:21.000,N,Krishnagiri Plaza,"12.544583,78.201132"
UP81DT4284,2025-05-11 00:36:29.000,S,Dabhedi Toll Plaza,"29.645928,77.432355"
UP81DT4284,2025-05-11 03:55:50.000,S,Bhojpur Plaza DME KM 4570,"28.800192,77.619238"
UP81DT4284,2025-05-11 22:59:17.000,S,Madrak Toll Plaza,"27.803992,78.087073"
UP81DT4284,2025-05-12 00:42:58.000,N,Baros Toll Plaza,"27.335508,78.031048"
UP81DT4284,2025-05-10 22:37:30.000,S,Sarsawa Toll Plaza,"30.04077778,77.38750000"
UP81DT4284,2025-05-11 05:05:58.000,S,Kurana Toll Plaza,"28.6278,77.7849"
UP81DT4284,2025-05-11 02:35:32.000,E,Bhuni Toll Plaza,"29.125868,77.576617"
HR47D3692,2025-05-11 11:19:16.000,W,Jojro Ka Kheda Toll Plaza,"25.082922,74.624379"
HR47D3692,2025-05-10 20:18:02.000,S,Ramol Toll Plaza,"22.984070, 72.663800"
HR47D3692,2025-05-11 15:57:49.000,W,Khedi,"26.1029659,74.6849376"
HR47D3692,2025-05-10 21:00:25.000,S,Ranasan Toll Plaza,"23.096350, 72.686190"
HR47D3692,2025-05-11 06:59:31.000,W,Khandi Obri Toll Plaza,"23.993636,73.627895"
HR47D3692,2025-05-11 08:25:04.000,S,Dakan Kotra,"24.500543, 73.720874"
HR47D3692,2025-05-11 12:39:09.000,W,Lambiya Kalan,"25.5871683,74.593839"
HR47D3692,2025-05-10 18:55:08.000,W,Bakrol Toll Plaza,"22.935230, 72.519760"
HR47D3692,2025-05-11 09:43:34.000,E,Narayanpura Toll Plaza,"24.613529,74.233079"
HR47D3692,2025-05-11 18:46:34.000,S,Kishangarh Plaza,"26.595329,74.939169"
HR47D3692,2025-05-12 00:44:31.000,N,Shahjahanpur Toll Plaza,"27.99978,76.430522"
HR47D3692,2025-05-11 21:55:57.000,E,Daulatpura Toll Plaza,"27.0868994,75.8345568"
HR47D3692,2025-05-11 22:35:52.000,S,Manoharpura Toll plaza,"27.3056399,75.9535128"
HR47D3692,2025-05-11 21:00:35.000,S,Thikariya Toll Plaza,"26.843328,75.615578"
HR47D3692,2025-05-10 22:13:26.000,S,Kathpur Toll Plaza,"23.410181,72.828618"
HR47D3692,2025-05-10 23:36:59.000,S,Vantada Toll Plaza,"23.61615,73.254472"
RJ32GC8950,2025-05-11 16:17:00.000,N,MMKIPL Toll Plaza,"19.9798867,74.490845"
RJ32GC8950,2025-05-13 10:26:10.000,S,MMKIPL Toll Plaza,"19.9798867,74.490845"
RJ32GC8950,2025-05-10 19:58:58.000,N,Durjanpura Toll Plaza,"22.475387,75.571802"
RJ32GC8950,2025-05-10 16:22:07.000,S,Chikliya Toll Plaza,"23.2305,75.1270"
RJ32GC8950,2025-05-10 17:12:54.000,N,Chokala Toll Plaza,"22.9310,75.2507"
RJ32GC8950,2025-05-10 21:04:31.000,W,Khalghat Toll Plaza ,"22.173782,75.456797"
RJ32GC8950,2025-05-10 22:40:18.000,N,Jamli Toll Pllaza,"21.75667,75.156824"
RJ32GC8950,2025-05-11 07:20:56.000,S,Shirpur,"21.319733,74.889272"
RJ32GC8950,2025-05-11 08:02:52.000,N,Songir,"21.050768,74.784939"
RJ32GC8950,2025-05-11 08:43:58.000,S,Laling toll plaza,"20.833039,74.754271"
RJ32GC8950,2025-05-11 06:32:51.000,S,Hadakhed Border Checkpost,"21.2538,74.5846"
